sample_id,source,raw_text,clean_text,token_count,char_count,sentiment_label,language,label_source,group_id
m2_0001023,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0001024,reviews_metadata_csv,Market data inconsistency makes valuation difficult.,market data inconsistency makes valuation difficult,6,51,negative,en,metadata_label,grp_af52a9bd721f
m2_0001025,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0001026,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0001027,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0001028,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0001029,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0001030,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0001031,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0001032,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0001033,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0001034,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0001035,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0001036,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0001037,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0001038,reviews_metadata_csv,Stable environment with balanced supply and demand.,stable environment with balanced supply and demand,7,50,neutral,en,metadata_label,grp_0563a3dc6e24
m2_0001039,reviews_metadata_csv,Incohérence des données du marché rendant l’évaluation complexe.,incohérence des données du marché rendant l évaluation complexe,9,63,negative,fr,metadata_label,grp_c93c72a0e4d9
m2_0001040,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0001041,reviews_metadata_csv,Overpriced compared to similar listings in nearby districts.,overpriced compared to similar listings in nearby districts,8,59,negative,en,metadata_label,grp_bc5e8308a3e3
m2_0001042,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0001043,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0001044,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0001045,reviews_metadata_csv,Déficiences d’infrastructure réduisant l’intérêt d’investissement.,déficiences d infrastructure réduisant l intérêt d investissement,8,65,negative,fr,metadata_label,grp_5839f0f5c3a4
m2_0001046,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0001047,reviews_metadata_csv,Infrastructure is acceptable but requires improvement in some areas.,infrastructure is acceptable but requires improvement in some areas,9,67,neutral,en,metadata_label,grp_d524c19395c0
m2_0001048,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0001049,reviews_metadata_csv,Prices reflect current market conditions without significant growth.,prices reflect current market conditions without significant growth,8,67,neutral,en,metadata_label,grp_1c9804505a18
m2_0001050,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0001051,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0001052,reviews_metadata_csv,Environnement stable avec équilibre entre offre et demande.,environnement stable avec équilibre entre offre et demande,8,58,neutral,fr,metadata_label,grp_b4f934d7ff49
m2_0001053,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0001054,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0001055,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0001056,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
m2_0001057,reviews_metadata_csv,Zone résidentielle moyenne avec une demande modérée et prix stables.,zone résidentielle moyenne avec une demande modérée et prix stables,10,67,neutral,fr,metadata_label,grp_c8cf3b0b3e82
m2_0001058,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0001059,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0001060,reviews_metadata_csv,High rental yield with increasing neighborhood attractiveness.,high rental yield with increasing neighborhood attractiveness,7,61,positive,en,metadata_label,grp_d1861fc25ce6
m2_0001061,reviews_metadata_csv,Excellent potentiel d’investissement avec une demande stable et bonne valeur de revente.,excellent potentiel d investissement avec une demande stable et bonne valeur de revente,13,87,positive,fr,metadata_label,grp_d101ba7e8ebd
m2_0001062,reviews_metadata_csv,"Well-developed infrastructure, good road access, and reliable utilities.",well developed infrastructure good road access and reliable utilities,9,69,positive,en,metadata_label,grp_59435770ed71
m2_0001063,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0001064,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0001065,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0001066,reviews_metadata_csv,Infrastructure deficiencies reduce the overall investment appeal.,infrastructure deficiencies reduce the overall investment appeal,7,64,negative,en,metadata_label,grp_5fd499604e7b
m2_0001067,reviews_metadata_csv,Average residential zone with moderate demand and stable pricing.,average residential zone with moderate demand and stable pricing,9,64,neutral,en,metadata_label,grp_e9bebae659be
m2_0001068,reviews_metadata_csv,Les prix reflètent les conditions actuelles du marché sans forte croissance.,les prix reflètent les conditions actuelles du marché sans forte croissance,11,75,neutral,fr,metadata_label,grp_4b29487b4260
m2_0001069,reviews_metadata_csv,Administrative and legal procedures lack transparency.,administrative and legal procedures lack transparency,6,53,negative,en,metadata_label,grp_896e0e4e8dcb
m2_0001070,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0001071,reviews_metadata_csv,Infrastructure développée avec bon accès routier et services fiables.,infrastructure développée avec bon accès routier et services fiables,9,68,positive,fr,metadata_label,grp_5168f0b66e0c
m2_0001072,reviews_metadata_csv,"Secure residential area close to schools, shops, and transport.",secure residential area close to schools shops and transport,9,60,positive,en,metadata_label,grp_016615fb9b0b
m2_0001073,reviews_metadata_csv,Infrastructure acceptable mais nécessitant des améliorations.,infrastructure acceptable mais nécessitant des améliorations,6,60,neutral,fr,metadata_label,grp_8138e481cbda
m2_0001074,reviews_metadata_csv,Procédures administratives et juridiques manquant de transparence.,procédures administratives et juridiques manquant de transparence,7,65,negative,fr,metadata_label,grp_3f139ac3e94d
m2_0001075,reviews_metadata_csv,Rendement locatif élevé avec attractivité croissante du quartier.,rendement locatif élevé avec attractivité croissante du quartier,8,64,positive,fr,metadata_label,grp_538b925059fe
